PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
179,10/16/2021,41:49.6,3,2,"Villers, Ian",677351,Right,GOL_PRA,"Moretto, Steven",1000113391,Right,SAC_STA,Undefined,5,Bottom,1,0,1,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,72.11186,2.124363,3.10522,2447.13683,263.994553,2:45,4.96456,-4.11429,5.19364,-51.85125,3.20402,15.48914,2.64577,0.10027,66.6982,-7.277254,5.83799,0.534036,,,,,,,,,,,,-6.89689,1.54862,3.81403,50,5.12273,-6.24471,-104.53086,2.23472,-7.6712,16.75108,-30.45157,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,de9f78a0-2ec9-11ec-8902-b5e97332f6b2,70.58028,,,5.41366,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,41:49.6,2021-10-16T14:41:49.6242344-07:00,2021-10-16T21:41:49.6242344Z,,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,7b9af809-f856-4c4c-a21d-3a505b8aa439,55.30536,-105.37761,8.37554,4.97086,3.77403,-15.22578,4.11989,-5.85694,-3.8356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
180,10/16/2021,42:11.9,3,3,"Villers, Ian",677351,Right,GOL_PRA,"Moretto, Steven",1000113391,Right,SAC_STA,Undefined,5,Bottom,1,0,2,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,87.46027,-1.445487,3.744321,2527.821859,123.941616,10:15,5.38885,-3.8653,5.26839,-24.98832,12.47942,-16.76214,1.94548,-1.7399,80.03137,-6.059181,0.776815,0.440555,,,,,,,,,,,,9.36398,6.99532,3.53523,50,5.23828,-7.53454,-126.68371,-4.09301,15.25043,25.35417,-20.78128,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,ebe72120-2ec9-11ec-8902-b5e97332f6b2,85.55671,,,7.4289,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,42:11.9,2021-10-16T14:42:11.9275176-07:00,2021-10-16T21:42:11.9275176Z,,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,e62c807d-fc4c-48a5-ade0-2d402ff9e31c,55.22911,-127.72597,12.67709,5.38897,-3.23874,-10.39064,3.85784,-8.16145,7.62522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
181,10/16/2021,42:44.4,3,4,"Villers, Ian",677351,Right,GOL_PRA,"Moretto, Steven",1000113391,Right,SAC_STA,Undefined,5,Bottom,1,1,2,Slider,Curveball,FoulBall,Undefined,Undefined,Undefined,0,0,,71.96279,1.503966,2.621207,2453.348966,287.152491,3:30,5.04509,-4.02313,5.14169,-59.97716,-4.38465,19.58659,1.46488,0.07884,66.57484,-9.307273,6.081856,0.536636,85.79466,21.033037,-46.051673,3666.174296,70.52406,26.84728,-84.41753,224.25346,,-59.649536,2.554278,-9.13489,-2.23736,3.76144,50,5.13919,-5.48455,-104.39499,0.81836,-10.0625,17.87456,-34.63862,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,ff4aa930-2ec9-11ec-8902-b5e97332f6b2,70.23842,27.02685,,5.38795,,,,3.44163,1.80043,0.32204,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,42:44.4,2021-10-16T14:42:44.4486824-07:00,2021-10-16T21:42:44.4486824Z,LineDrive,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,80968f68-ad3d-4c76-9d7d-18aac16a96f7,55.36061,-105.30884,8.93728,5.05208,2.58928,-17.31931,4.02869,-4.9701,-5.03125,111.169561,3.44169,81.50661,-21.55774,3.84026,-0.50355,-0.13717,0.11518,-0.03488,0.0041,1.80041,45.16334,-22.98109,2.99232,-0.67169,0.19641,-0.06341,0.01515,-0.00165,0.32205,-84.55925,9.27376,-4.39616,1.44547,-0.403,0.09532,-0.01651,0.00134,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,
182,10/16/2021,43:11.9,3,5,"Villers, Ian",677351,Right,GOL_PRA,"Moretto, Steven",1000113391,Right,SAC_STA,Undefined,5,Bottom,1,1,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,87.93486,-1.049865,5.181535,2496.084116,129.273247,10:15,5.44554,-3.71947,5.48308,-23.85458,13.18198,-14.61115,2.47127,-0.07595,80.03921,-5.487486,2.594123,0.438013,,,,,,,,,,,,8.89686,7.30867,3.27448,50,5.33717,-10.89981,-127.1479,-3.15181,14.52589,26.71415,-20.24117,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,0fa69690-2eca-11ec-8902-b5e97332f6b2,86.05328,,,7.89565,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,43:11.9,2021-10-16T14:43:11.8992552-07:00,2021-10-16T21:43:11.8992552Z,,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,c34e7919-4642-4576-a364-ff3acde38752,55.01545,-128.19733,13.35707,5.44536,-2.35666,-10.12058,3.71387,-11.47044,7.26295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
183,10/16/2021,43:40.1,3,6,"Villers, Ian",677351,Right,GOL_PRA,"Moretto, Steven",1000113391,Right,SAC_STA,Undefined,5,Bottom,1,1,2,Slider,Changeup,InPlay,Undefined,FlyBall,Out,1,0,,76.46827,0.06627,5.736307,1686.698148,87.928583,9:00,5.25753,-3.75445,6.45258,-46.08266,0.86543,-16.04788,1.4785,0.19573,70.46683,-8.470074,2.842012,0.493151,94.37407,37.399817,-27.33909,4035.462052,96.57905,76.56785,-52.654,321.08858,,-29.151251,5.320974,10.03414,0.79547,3.35449,50,5.24141,-10.60923,-110.76547,-1.13505,12.49923,19.29156,-31.18313,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,208129d0-2eca-11ec-8902-b5e97332f6b2,76.43177,98.63235,,6.00144,,,,3.38802,1.8372,-0.12545,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,43:40.2,2021-10-16T14:43:40.1548456-07:00,2021-10-16T21:43:40.1548456Z,FlyBall,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,d6052f7c-e466-49d9-90bc-3ee9aab6b87b,54.04884,-111.46841,9.64578,5.26207,0.00119,-15.59157,3.74937,-11.06468,6.24961,163.591381,3.39329,97.54598,-25.54337,6.99576,-1.00529,-0.0841,0.06493,-0.01018,0.00054,1.82553,84.29335,-21.56071,2.15255,-0.69793,0.23117,-0.04096,0.0033,-0.0001,-0.12515,-50.50098,8.24656,-1.27678,0.04475,0.05038,-0.01651,0.00221,-0.00011,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
184,10/16/2021,44:59.1,4,1,"Villers, Ian",677351,Right,GOL_PRA,"McPhillips, Dylan",1000113313,Right,SAC_STA,Undefined,5,Bottom,2,0,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,87.10145,-0.418843,2.857358,2381.262035,114.684873,9:45,5.42828,-3.67746,5.24134,-29.64435,8.49142,-15.58918,2.56379,-2.28893,78.91472,-5.884617,0.095174,0.444465,,,,,,,,,,,,8.57953,4.7752,3.42649,50,5.36814,-5.57944,-126.14323,-2.01344,13.70212,27.77069,-24.54774,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,4f8b3f40-2eca-11ec-8902-b5e97332f6b2,84.80403,,,8.18673,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,44:59.1,2021-10-16T14:44:59.0852776-07:00,2021-10-16T21:44:59.0852776Z,,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,3f8637fa-52dc-49b8-b98a-587dd1b1060f,55.25395,-127.29464,13.88534,5.43052,-0.99565,-12.27387,3.6696,-6.14755,6.85106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
185,10/16/2021,45:15.9,4,2,"Villers, Ian",677351,Right,GOL_PRA,"McPhillips, Dylan",1000113313,Right,SAC_STA,Undefined,5,Bottom,2,1,0,Fastball,Changeup,FoulBall,Undefined,Undefined,Undefined,0,0,,87.40158,-2.081754,5.633316,2482.572383,116.58236,10:00,5.34152,-3.78458,5.30739,-28.83958,9.24575,-15.76607,0.9738,0.2065,79.22771,-7.387942,2.851122,0.444171,65.32711,28.216887,157.033873,3060.118957,,,,156.17648,,156.617226,2.323511,9.6806,5.64544,3.28401,50,5.13095,-11.74756,-126.1035,-5.64386,15.4381,27.949,-23.17104,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,598b36d0-2eca-11ec-8902-b5e97332f6b2,84.86018,13.10077,,8.17387,,,,2.22018,1.23515,-0.19656,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,45:15.9,2021-10-16T14:45:15.8760104-07:00,2021-10-16T21:45:15.8760104Z,LineDrive,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,f3194a1c-506b-4cde-a83e-7970ba1a3180,55.19074,-127.24875,13.9745,5.34276,-4.6944,-11.58552,3.77834,-12.38016,7.71905,339.435829,2.22018,-77.73488,7.00966,-0.39236,0.05389,0.01056,0.01758,-0.03933,0.03137,1.23515,45.30136,-23.36753,2.27885,-0.46759,0.09702,-0.03467,0.04215,-0.0314,-0.19656,32.94228,-4.16865,0.9949,-0.22541,0.0419,0.00368,-0.02184,0.01896,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
186,10/16/2021,45:43.4,4,3,"Villers, Ian",677351,Right,GOL_PRA,"McPhillips, Dylan",1000113313,Right,SAC_STA,Undefined,5,Bottom,2,1,1,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,73.35518,1.957313,1.318913,2477.35694,278.913294,3:15,5.03077,-4.01739,5.42118,-53.82731,-1.28937,17.73651,2.37974,-1.30373,67.94605,-7.829988,4.472774,0.521684,,,,,,,,,,,,-8.54619,-0.65055,3.88784,50,5.16722,-3.10861,-106.55171,1.92568,-9.8833,17.29105,-32.92638,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,69eeec60-2eca-11ec-8902-b5e97332f6b2,72.25142,,,5.40913,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,45:43.4,2021-10-16T14:45:43.3744040-07:00,2021-10-16T21:45:43.3744040Z,,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,b74172a4-814f-4bc7-b585-ca5fbc6c19e1,55.07936,-107.37282,8.64553,5.03865,3.48927,-16.46319,4.02432,-2.63928,-4.94165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
187,10/16/2021,46:04.0,4,4,"Villers, Ian",677351,Right,GOL_PRA,"McPhillips, Dylan",1000113313,Right,SAC_STA,Undefined,5,Bottom,2,2,1,Fastball,Changeup,FoulBall,Undefined,Undefined,Undefined,0,0,,87.25294,-1.066055,5.301225,2421.411439,111.005236,9:45,5.35792,-3.60752,5.69887,-29.82092,7.78867,-16.79513,1.87508,-0.0531,78.94463,-6.596814,2.313463,0.441388,,,,,,,,,,,,10.20764,4.66485,3.17234,50,5.24963,-10.98982,-126.08784,-3.37643,16.25243,28.26377,-24.74679,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,763e7940-2eca-11ec-8902-b5e97332f6b2,85.39524,,,8.30831,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,46:04.0,2021-10-16T14:46:03.9954600-07:00,2021-10-16T21:46:03.9954600Z,,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,aaa9d4aa-9668-4cb1-9748-3a6baf883f0f,54.79898,-127.15903,14.13189,5.35982,-2.43853,-12.3734,3.60052,-11.60578,8.12621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
188,10/16/2021,46:29.8,4,5,"Villers, Ian",677351,Right,GOL_PRA,"McPhillips, Dylan",1000113313,Right,SAC_STA,Undefined,5,Bottom,2,2,2,Fastball,Changeup,FoulBall,Undefined,Undefined,Undefined,0,0,,87.72051,-0.149959,3.870256,2449.329127,118.83438,10:00,5.40519,-3.77229,5.59791,-27.11683,9.64276,-15.41229,3.00513,-1.43789,80.21031,-5.173721,1.126541,0.436372,70.2372,49.923325,69.36164,3831.288521,13.49257,77.031,109.16916,190.35418,,91.904183,4.356598,8.89599,5.2641,3.45069,50,5.37475,-7.947,-127.17009,-1.27264,14.59125,25.69098,-23.53983,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,859ad0f0-2eca-11ec-8902-b5e97332f6b2,86.37687,77.07365,,7.51021,,,,1.02798,3.41282,1.024,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,46:29.8,2021-10-16T14:46:29.7614504-07:00,2021-10-16T21:46:29.7614504Z,FlyBall,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,25d6c6e9-09af-4a4f-9ca4-6870ca94e74d,54.90108,-128.15638,12.84549,5.40626,-0.36893,-11.76991,3.76654,-8.50717,7.29563,,1.03452,23.18026,-12.38507,1.33221,1.78382,-1.40887,0.45779,-0.06957,0.00406,3.4183,78.6894,-24.8904,1.94212,0.55809,-0.47678,0.13465,-0.01732,0.00083,1.0289,61.95666,-2.41034,-1.77278,1.0102,-0.26324,0.00477,0.00823,-0.0009,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,
189,10/16/2021,46:55.5,4,6,"Villers, Ian",677351,Right,GOL_PRA,"McPhillips, Dylan",1000113313,Right,SAC_STA,Undefined,5,Bottom,2,2,2,Fastball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,72.70751,1.913253,0.471916,2420.731088,280.607523,3:15,4.95736,-3.96618,5.28762,-56.24889,-1.81847,19.20788,2.06725,-1.92238,66.51244,-8.327902,3.882296,0.530997,,,,,,,,,,,,-9.39556,-0.87504,3.90896,50,5.09099,-1.59724,-105.46334,1.70652,-10.50069,19.2219,-33.15203,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,94f37f20-2eca-11ec-8902-b5e97332f6b2,70.98425,,,6.19507,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,46:55.5,2021-10-16T14:46:55.4861736-07:00,2021-10-16T21:46:55.4861736Z,,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,42a049e4-d8a5-4bfe-9419-2581f943e9f0,55.21105,-106.40887,9.61095,4.96693,3.33728,-16.57601,3.97483,-1.0807,-5.25035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
190,10/16/2021,47:31.8,4,7,"Villers, Ian",677351,Right,GOL_PRA,"McPhillips, Dylan",1000113313,Right,SAC_STA,Undefined,5,Bottom,2,3,2,Slider,Curveball,StrikeCalled,Strikeout,Undefined,Undefined,1,0,,70.98639,2.078449,1.425884,2328.943968,280.726612,3:15,5.13848,-3.8023,5.31156,-58.382,-1.50315,17.34355,2.2256,-1.0184,65.24958,-8.535679,4.503807,0.542809,,,,,,,,,,,,-8.25583,-0.78906,3.66008,50,5.28486,-3.19283,-102.97772,1.91577,-8.83057,17.72362,-33.01804,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,aa9907f0-2eca-11ec-8902-b5e97332f6b2,69.43962,,,5.7368,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,47:31.8,2021-10-16T14:47:31.8464680-07:00,2021-10-16T21:47:31.8464680Z,,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,14f0e4e9-3c48-44b0-9a7a-da53ba3a3870,55.188,-103.86679,8.86181,5.14721,3.57207,-16.50902,3.80913,-2.74986,-4.41529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
191,10/16/2021,50:28.8,1,1,"Zalasky, Jack",1000113322,Right,SAC_STA,"Ogans, Keshawn",1000074240,Right,GOL_PRA,Undefined,6,Top,0,0,0,Fastball,Sinker,InPlay,Undefined,LineDrive,Single,0,0,,87.52087,-1.385716,-1.502981,2075.892753,227.702789,1:30,5.84798,0.58843,5.87653,-23.77926,12.74579,12.72205,2.57872,0.25241,80.03371,-5.834306,0.780636,0.434977,105.58451,13.301394,-18.087076,1564.09977,103.65496,21.11398,-36.81904,265.42758,,-21.424442,2.429647,-6.97217,7.27036,-0.47452,50,5.72223,2.8147,-127.09705,-3.8355,-11.38477,26.47151,-20.3024,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,1412add0-2ecb-11ec-8902-b5e97332f6b2,86.65378,22.71924,,7.48716,,,,1.73043,2.57846,-0.24936,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,50:28.8,2021-10-16T14:50:28.8026792-07:00,2021-10-16T21:50:28.8026792Z,LineDrive,v3,HOR,,,"Bacho, Dawson",1000113307,Right,SAC_STA,783465ac-e1e9-49da-9ca1-3944f710db09,54.62191,-128.05608,13.23576,5.84786,-3.09998,-10.1512,-0.58397,3.22715,-5.69239,135.319911,1.73026,143.26764,-28.46363,7.39967,-2.08451,0.71078,-0.21971,0.04204,-0.00345,2.57861,35.61802,-16.1918,0.09779,0.54113,-0.3879,0.15491,-0.03248,0.00281,-0.24948,-46.77895,2.40681,0.86904,-0.71226,0.38571,-0.14081,0.02886,-0.00249,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
192,10/16/2021,50:59.6,2,1,"Zalasky, Jack",1000113322,Right,SAC_STA,"Zobac, Steven",1000039356,Left,GOL_PRA,Undefined,6,Top,0,0,0,ChangeUp,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,80.19891,-0.807476,-2.614504,1540.745241,271.438399,3:00,6.04854,0.32436,6.09124,-42.23254,0.96213,16.45269,1.78143,-0.72464,73.68477,-8.599491,0.353298,0.473028,,,,,,,,,,,,-9.23209,1.15291,-0.13126,50,5.96413,4.71064,-116.47275,-2.95653,-12.64913,22.40606,-30.59443,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,2670d3d0-2ecb-11ec-8902-b5e97332f6b2,79.68337,,,6.51414,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,50:59.6,2021-10-16T14:50:59.6129960-07:00,2021-10-16T21:50:59.6129960Z,,v3,HOR,,,"Bacho, Dawson",1000113307,Right,SAC_STA,dd415b97-e521-4258-b33c-9a8f118ad014,54.40817,-117.31769,11.20303,6.05387,-1.8028,-15.29722,-0.31789,5.18764,-6.32456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
193,10/16/2021,51:16.2,2,2,"Zalasky, Jack",1000113322,Right,SAC_STA,"Zobac, Steven",1000039356,Left,GOL_PRA,Undefined,6,Top,0,0,1,ChangeUp,Changeup,InPlay,Undefined,GroundBall,Single,0,0,,80.23108,0.538788,-1.320476,1436.588762,269.586929,3:00,6.12219,0.25941,6.18223,-41.47624,1.44091,13.38111,3.1635,0.15496,73.58632,-7.152484,1.096831,0.471505,,,,,,,,,,,,-7.35276,0.9541,-0.16659,50,6.14172,2.20984,-116.64045,-0.15873,-10.10535,22.42706,-30.86275,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,30a87d30-2ecb-11ec-8902-b5e97332f6b2,79.94062,,,6.64476,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,51:16.2,2021-10-16T14:51:16.1935528-07:00,2021-10-16T21:51:16.1935528Z,,v3,HOR,,,"Bacho, Dawson",1000113307,Right,SAC_STA,2f287432-0f06-4733-88c2-a9335c699801,54.31772,-117.4677,11.21353,6.12657,0.97969,-15.43138,-0.25497,2.58259,-5.05267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
194,10/16/2021,51:58.0,3,1,"Zalasky, Jack",1000113322,Right,SAC_STA,"Crawford, Carson",,Right,GOL_PRA,Undefined,6,Top,0,0,0,ChangeUp,Changeup,InPlay,Undefined,FlyBall,Out,1,0,,79.4313,-0.215247,-1.451861,1622.983126,251.250934,2:30,6.05506,0.35907,6.05816,-38.81679,5.14922,11.11209,2.62103,-0.059,72.9504,-7.406809,0.550983,0.477232,96.27613,43.721131,-2.007376,4152.593271,109.98933,97.91946,1.52551,280.0469,,3.305127,5.579822,-6.15634,3.11701,-0.25232,50,6.01751,2.52232,-115.43613,-1.60754,-8.29911,21.68024,-27.97217,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,493ce890-2ecb-11ec-8902-b5e97332f6b2,78.9813,120.33039,,6.4809,,,,1.49316,2.73288,0.04646,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,51:58.0,2021-10-16T14:51:57.9701928-07:00,2021-10-16T21:51:57.9701928Z,FlyBall,v3,HOR,,,"Bacho, Dawson",1000113307,Right,SAC_STA,482c02bf-d9a9-49dd-86cc-b3d8d98f9e7a,54.44064,-116.26714,10.84012,6.05858,-0.53535,-13.98609,-0.3551,2.84043,-4.14955,195.198921,1.50149,101.83881,-25.23468,6.24535,-1.13053,0.14869,-0.01519,0.00133,-7.00E-05,2.73482,97.54157,-24.31307,1.90278,0.11793,-0.18675,0.05308,-0.00669,0.00032,0.04329,-3.51702,5.08538,-1.79743,0.39957,-0.05933,0.0058,-0.0004,2.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
195,10/16/2021,52:39.9,4,1,"Zalasky, Jack",1000113322,Right,SAC_STA,"Martorella, Nathan",1000039352,Right,GOL_PRA,Undefined,6,Top,1,0,0,ChangeUp,Changeup,FoulBall,Undefined,Undefined,Undefined,0,0,,80.48019,-1.038178,-1.78042,1558.534386,258.554863,2:30,6.07882,0.37821,6.16235,-38.71951,4.21272,13.76548,1.89261,-0.11986,73.60457,-8.221132,0.706895,0.471588,,,,,,,,,,,,-7.73028,2.86575,-0.25038,50,5.98016,3.14123,-116.89887,-3.2808,-10.61265,23.65628,-28.23978,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,623286c0-2ecb-11ec-8902-b5e97332f6b2,79.92659,,,6.87563,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,52:39.9,2021-10-16T14:52:39.8790312-07:00,2021-10-16T21:52:39.8790312Z,,v3,HOR,,,"Bacho, Dawson",1000113307,Right,SAC_STA,0325072c-ead8-487e-bc8e-b9513200d20b,54.33708,-117.77327,11.82814,6.08214,-2.23698,-14.11989,-0.37374,3.5335,-5.30633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
